index,time
1,1685156483342
3,1685156483553
5,1685156483628
7,1685156484252
9,1685156484344
11,1685156484518
12,1685156484518
15,1685156484635
17,1685156484734
19,1685156484808
21,1685156484909
23,1685156484998
25,1685156485030
27,1685156485205
29,1685156485312
31,1685156485428
33,1685156485514
34,1685156485515
37,1685156485726
39,1685156485900
41,1685156485925
43,1685156486038
45,1685156486119
47,1685156486211
49,1685156486332
51,1685156486412
53,1685156486435
55,1685156486452
57,1685156486518
59,1685156486537
61,1685156486553
63,1685156486608
65,1685156486692
67,1685156486711
69,1685156486891
71,1685156486904
73,1685156486915
75,1685156486995
77,1685156487064
79,1685156487092
81,1685156487107
83,1685156487129
85,1685156487159
87,1685156487215
89,1685156487252
91,1685156487268
93,1685156487431
95,1685156487453
97,1685156487466
99,1685156487480
101,1685156487497
103,1685156487534
105,1685156487550
107,1685156487557
109,1685156487569
111,1685156487585
113,1685156487592
115,1685156487624
117,1685156487655
119,1685156487661
121,1685156487684
123,1685156487693
125,1685156487703
127,1685156487722
129,1685156487726
130,1685156487727
133,1685156487738
135,1685156487756
137,1685156487758
139,1685156487789
141,1685156487854
143,1685156487859
145,1685156487870
147,1685156487907
148,1685156487909
151,1685156487914
153,1685156487933
155,1685156487950
157,1685156487956
159,1685156487961
161,1685156487964
162,1685156487965
165,1685156487973
167,1685156487978
168,1685156487978
171,1685156487988
173,1685156488003
175,1685156488015
177,1685156488037
179,1685156488042
181,1685156488054
182,1685156488055
185,1685156488066
187,1685156488071
188,1685156488071
189,1685156488071
193,1685156488092
195,1685156488118
197,1685156488126
199,1685156488140
201,1685156488145
203,1685156488152
205,1685156488170
207,1685156488203
208,1685156488204
210,1685156488212
212,1685156488219
214,1685156488221
216,1685156488230
218,1685156488243
219,1685156488243
221,1685156488246
223,1685156488261
225,1685156488276
227,1685156488294
228,1685156488294
230,1685156488305
231,1685156488307
233,1685156488307
236,1685156488320
238,1685156488326
239,1685156488327
242,1685156488344
244,1685156488351
246,1685156488358
248,1685156488360
250,1685156488369
252,1685156488392
254,1685156488403
256,1685156488419
257,1685156488419
260,1685156488431
262,1685156488451
264,1685156488467
265,1685156488468
268,1685156488471
269,1685156488472
272,1685156488482
273,1685156488483
276,1685156488514
278,1685156488518
280,1685156488523
282,1685156488528
284,1685156488535
285,1685156488537
287,1685156488541
289,1685156488550
291,1685156488628
292,1685156488630
295,1685156488648
297,1685156488663
298,1685156488688
301,1685156488693
303,1685156488697
305,1685156488701
306,1685156488703
309,1685156488723
311,1685156488728
312,1685156488729
314,1685156488730
316,1685156488733
318,1685156488761
320,1685156488765
322,1685156488767
324,1685156488770
326,1685156488803
327,1685156488803
330,1685156488814
332,1685156488894
334,1685156488902
336,1685156488914
338,1685156488924
339,1685156488924
342,1685156488930
343,1685156488935
346,1685156488998
348,1685156489014
349,1685156489015
350,1685156489015
354,1685156489027
355,1685156489027
357,1685156489051
359,1685156489056
361,1685156489093
363,1685156489104
365,1685156489110
367,1685156489117
369,1685156489121
371,1685156489131
373,1685156489139
375,1685156489141
377,1685156489149
379,1685156489155
381,1685156489158
383,1685156489166
385,1685156489171
387,1685156489187
389,1685156489192
391,1685156489203
393,1685156489207
394,1685156489208
396,1685156489209
399,1685156489236
401,1685156489238
403,1685156489250
405,1685156489259
406,1685156489259
408,1685156489263
410,1685156489269
412,1685156489272
414,1685156489276
416,1685156489295
418,1685156489308
420,1685156489310
422,1685156489312
423,1685156489313
426,1685156489315
427,1685156489316
430,1685156489319
431,1685156489320
434,1685156489323
436,1685156489326
438,1685156489327
440,1685156489329
442,1685156489343
444,1685156489355
446,1685156489363
448,1685156489376
449,1685156489376
452,1685156489385
454,1685156489393
456,1685156489396
458,1685156489425
459,1685156489426
462,1685156489437
464,1685156489456
466,1685156489469
468,1685156489474
470,1685156489478
472,1685156489480
474,1685156489483
476,1685156489485
478,1685156489513
480,1685156489520
482,1685156489526
483,1685156489527
486,1685156489530
488,1685156489545
490,1685156489548
492,1685156489553
494,1685156489561
496,1685156489568
498,1685156489575
500,1685156489579
502,1685156489583
503,1685156489585
506,1685156489588
508,1685156489595
510,1685156489618
511,1685156489618
512,1685156489619
516,1685156489623
518,1685156489625
520,1685156489629
522,1685156489632
524,1685156489635
526,1685156489637
528,1685156489639
530,1685156489649
531,1685156489649
534,1685156489653
536,1685156489658
537,1685156489659
540,1685156489668
542,1685156489670
544,1685156489675
546,1685156489698
548,1685156489738
549,1685156489740
552,1685156489752
554,1685156489778
556,1685156489790
558,1685156489794
560,1685156489796
562,1685156489799
564,1685156489807
566,1685156489811
568,1685156489817
570,1685156489821
572,1685156489825
574,1685156489834
576,1685156489838
578,1685156489845
579,1685156489846
582,1685156489850
584,1685156489940
586,1685156489958
587,1685156489958
590,1685156489962
591,1685156489964
594,1685156489980
596,1685156490001
598,1685156490003
600,1685156490009
602,1685156490073
604,1685156490097
605,1685156490098
608,1685156490101
609,1685156490103
612,1685156490128
614,1685156490131
616,1685156490133
618,1685156490135
620,1685156490139
621,1685156490140
624,1685156490148
626,1685156490163
628,1685156490185
630,1685156490194
632,1685156490199
633,1685156490200
636,1685156490213
637,1685156490213
640,1685156490217
641,1685156490217
644,1685156490220
646,1685156490227
648,1685156490253
650,1685156490256
652,1685156490261
654,1685156490268
656,1685156490271
658,1685156490284
659,1685156490284
662,1685156490287
664,1685156490290
666,1685156490293
668,1685156490297
670,1685156490301
672,1685156490310
674,1685156490316
676,1685156490318
678,1685156490328
680,1685156490329
682,1685156490340
683,1685156490340
686,1685156490343
688,1685156490348
690,1685156490349
692,1685156490351
693,1685156490352
696,1685156490356
698,1685156490360
700,1685156490364
702,1685156490377
704,1685156490380
706,1685156490382
708,1685156490389
710,1685156490394
711,1685156490395
714,1685156490397
716,1685156490400
718,1685156490415
720,1685156490417
722,1685156490420
724,1685156490423
726,1685156490426
727,1685156490426
730,1685156490429
731,1685156490429
733,1685156490430
736,1685156490435
738,1685156490444
740,1685156490458
741,1685156490458
744,1685156490460
746,1685156490464
748,1685156490466
750,1685156490471
752,1685156490474
754,1685156490484
756,1685156490488
758,1685156490496
760,1685156490508
762,1685156490521
764,1685156490524
766,1685156490532
768,1685156490544
770,1685156490550
772,1685156490561
773,1685156490566
776,1685156490583
778,1685156490590
779,1685156490590
780,1685156490590
783,1685156490599
785,1685156490610
787,1685156490613
788,1685156490613
791,1685156490616
792,1685156490616
795,1685156490622
797,1685156490626
799,1685156490627
800,1685156490629
803,1685156490637
805,1685156490690
807,1685156490693
809,1685156490695
811,1685156490698
813,1685156490715
815,1685156490719
817,1685156490723
819,1685156490726
821,1685156490727
823,1685156490738
825,1685156490743
827,1685156490747
829,1685156490750
830,1685156490751
833,1685156490753
835,1685156490755
837,1685156490763
839,1685156490767
841,1685156490770
843,1685156490780
845,1685156490786
846,1685156490786
849,1685156490793
851,1685156490800
852,1685156490800
855,1685156490807
857,1685156490840
859,1685156490885
861,1685156490891
863,1685156490895
865,1685156490897
867,1685156490904
869,1685156490924
871,1685156490926
873,1685156490931
875,1685156490991
877,1685156491002
879,1685156491008
880,1685156491009
882,1685156491010
885,1685156491026
887,1685156491030
889,1685156491044
891,1685156491047
893,1685156491055
894,1685156491070
896,1685156491115
897,1685156491115
900,1685156491125
902,1685156491128
904,1685156491131
906,1685156491147
908,1685156491150
910,1685156491160
912,1685156491161
914,1685156491167
916,1685156491175
918,1685156491177
920,1685156491191
922,1685156491196
923,1685156491196
926,1685156491198
928,1685156491200
929,1685156491200
932,1685156491206
934,1685156491212
936,1685156491215
937,1685156491215
940,1685156491220
942,1685156491228
944,1685156491231
946,1685156491236
948,1685156491242
950,1685156491244
952,1685156491247
953,1685156491248
956,1685156491254
958,1685156491259
959,1685156491260
962,1685156491262
964,1685156491272
965,1685156491273
968,1685156491276
970,1685156491284
972,1685156491287
973,1685156491288
976,1685156491298
978,1685156491303
980,1685156491307
981,1685156491307
984,1685156491310
986,1685156491314
988,1685156491325
990,1685156491326
992,1685156491330
994,1685156491332
996,1685156491336
998,1685156491346
1000,1685156491358
1002,1685156491368
1004,1685156491370
1006,1685156491375
1008,1685156491378
1009,1685156491379
1012,1685156491384
1014,1685156491390
1016,1685156491400
1018,1685156491402
1020,1685156491407
1022,1685156491410
1024,1685156491416
1026,1685156491422
1028,1685156491426
1030,1685156491431
1032,1685156491437
1033,1685156491437
1034,1685156491438
1038,1685156491447
1040,1685156491450
1042,1685156491452
1044,1685156491464
1046,1685156491467
1048,1685156491469
1050,1685156491472
1052,1685156491474
1054,1685156491477
1056,1685156491479
1057,1685156491480
1060,1685156491482
1062,1685156491493
1064,1685156491498
1066,1685156491502
1067,1685156491503
1070,1685156491514
1072,1685156491525
1073,1685156491526
1076,1685156491533
1077,1685156491534
1080,1685156491539
1082,1685156491541
1084,1685156491543
1086,1685156491544
1088,1685156491547
1090,1685156491552
1092,1685156491552
1094,1685156491554
1096,1685156491572
1098,1685156491574
1100,1685156491579
1102,1685156491583
1104,1685156491590
1106,1685156491591
1108,1685156491593
1110,1685156491597
1112,1685156491598
1114,1685156491599
1116,1685156491604
1118,1685156491605
1120,1685156491609
1122,1685156491616
1123,1685156491616
1124,1685156491616
1127,1685156491633
1129,1685156491636
1130,1685156491637
1133,1685156491640
1134,1685156491641
1137,1685156491644
1139,1685156491648
1141,1685156491653
1143,1685156491656
1145,1685156491661
1147,1685156491663
1149,1685156491665
1151,1685156491672
1153,1685156491674
1155,1685156491675
1157,1685156491684
1159,1685156491686
1161,1685156491689
1163,1685156491691
1165,1685156491691
1167,1685156491696
1168,1685156491696
1171,1685156491706
1172,1685156491706
1175,1685156491721
1177,1685156491723
1178,1685156491723
1181,1685156491727
1183,1685156491733
1184,1685156491734
1187,1685156491737
1188,1685156491737
1191,1685156491748
1192,1685156491748
1195,1685156491751
1197,1685156491755
1199,1685156491761
1200,1685156491763
1202,1685156491778
1204,1685156491781
1206,1685156491789
1208,1685156491798
1209,1685156491798
1212,1685156491810
1213,1685156491810
1216,1685156491821
1218,1685156491823
1219,1685156491824
1221,1685156491825
1224,1685156491828
1226,1685156491831
1228,1685156491836
1230,1685156491845
1231,1685156491845
1234,1685156491847
1236,1685156491849
1238,1685156491855
1240,1685156491858
1241,1685156491858
1244,1685156491871
1246,1685156491875
1248,1685156491877
1250,1685156491880
1252,1685156491885
1254,1685156491888
1255,1685156491889
1258,1685156491898
1259,1685156491899
1262,1685156491902
1264,1685156491904
1266,1685156491906
1268,1685156491910
1270,1685156491911
1272,1685156491917
1273,1685156491917
1276,1685156491931
1278,1685156491937
1280,1685156491942
1282,1685156491944
1284,1685156491946
1286,1685156491950
1288,1685156491960
1290,1685156491962
1292,1685156491964
1294,1685156491969
1296,1685156491974
1298,1685156491976
1299,1685156491977
1302,1685156491980
1304,1685156491989
1306,1685156492005
1307,1685156492005
1310,1685156492008
1312,1685156492013
1314,1685156492020
1316,1685156492023
1318,1685156492025
1320,1685156492027
1322,1685156492033
1324,1685156492039
1326,1685156492040
1328,1685156492041
1330,1685156492046
1332,1685156492112
1334,1685156492116
1336,1685156492121
1338,1685156492125
1339,1685156492125
1342,1685156492138
1344,1685156492145
1345,1685156492145
1347,1685156492155
1349,1685156492166
1351,1685156492174
1353,1685156492189
1355,1685156492192
1356,1685156492193
1357,1685156492193
1361,1685156492199
1363,1685156492204
1364,1685156492205
1367,1685156492209
1368,1685156492210
1371,1685156492212
1373,1685156492213
1375,1685156492214
1376,1685156492215
1379,1685156492219
1381,1685156492223
1383,1685156492229
1385,1685156492233
1386,1685156492234
1389,1685156492238
1391,1685156492248
1393,1685156492251
1395,1685156492254
1397,1685156492257
1399,1685156492267
1400,1685156492267
1402,1685156492270
1404,1685156492273
1406,1685156492281
1408,1685156492284
1409,1685156492284
1412,1685156492286
1414,1685156492289
1416,1685156492296
1418,1685156492299
1420,1685156492304
1422,1685156492307
1424,1685156492310
1426,1685156492315
1428,1685156492324
1430,1685156492326
1432,1685156492328
1434,1685156492340
1436,1685156492342
1438,1685156492343
1440,1685156492346
1442,1685156492348
1443,1685156492348
1446,1685156492349
1448,1685156492358
1450,1685156492368
1452,1685156492375
1454,1685156492376
1456,1685156492388
1458,1685156492392
1460,1685156492396
1462,1685156492398
1463,1685156492398
1466,1685156492402
1467,1685156492402
1470,1685156492407
1472,1685156492410
1474,1685156492415
1476,1685156492419
1478,1685156492421
1480,1685156492425
1482,1685156492427
1483,1685156492427
1486,1685156492428
1488,1685156492433
1490,1685156492438
1492,1685156492445
1494,1685156492449
1496,1685156492451
1498,1685156492454
1500,1685156492456
1502,1685156492460
1504,1685156492467
1506,1685156492470
1508,1685156492472
1510,1685156492476
1512,1685156492480
1513,1685156492481
1516,1685156492483
1518,1685156492497
1520,1685156492499
1521,1685156492499
1522,1685156492500
1525,1685156492502
1527,1685156492503
1529,1685156492509
1531,1685156492511
1533,1685156492512
1535,1685156492516
1537,1685156492521
1539,1685156492523
1540,1685156492524
1543,1685156492526
1545,1685156492528
1547,1685156492530
1549,1685156492532
1551,1685156492537
1553,1685156492549
1555,1685156492555
1557,1685156492557
1559,1685156492558
1561,1685156492567
1563,1685156492569
1565,1685156492574
1567,1685156492575
1569,1685156492578
1570,1685156492578
1573,1685156492579
1574,1685156492580
1577,1685156492584
1579,1685156492589
1580,1685156492591
1582,1685156492598
1584,1685156492602
1586,1685156492612
1588,1685156492615
1590,1685156492617
1592,1685156492619
1594,1685156492627
1596,1685156492630
1598,1685156492634
1600,1685156492699
1602,1685156492706
1604,1685156492797
1606,1685156492801
1608,1685156492818
1610,1685156492821
1611,1685156492822
1613,1685156492824
1616,1685156492831
1618,1685156492836
1620,1685156492840
1621,1685156492841
1624,1685156492845
1626,1685156492847
1628,1685156492850
1630,1685156492851
1632,1685156492891
1634,1685156492894
1636,1685156492896
1638,1685156492903
1640,1685156492905
1642,1685156492907
1644,1685156492914
1646,1685156492922
1647,1685156492923
1650,1685156492928
1652,1685156492929
1654,1685156492938
1656,1685156492939
1658,1685156492941
1660,1685156492943
1661,1685156492944
1664,1685156492945
1665,1685156492949
1667,1685156492998
1669,1685156493003
1670,1685156493004
1673,1685156493011
1675,1685156493016
1676,1685156493017
1679,1685156493020
1681,1685156493027
1683,1685156493029
1685,1685156493094
1687,1685156493110
1689,1685156493113
1691,1685156493114
1693,1685156493115
1695,1685156493123
1697,1685156493126
1699,1685156493127
1701,1685156493133
1703,1685156493137
1705,1685156493140
1707,1685156493143
1709,1685156493148
1711,1685156493151
1713,1685156493155
1715,1685156493161
1717,1685156493163
1719,1685156493173
1721,1685156493174
1723,1685156493179
1725,1685156493186
1727,1685156493191
1729,1685156493192
1731,1685156493205
1732,1685156493206
1735,1685156493208
1736,1685156493208
1739,1685156493212
1741,1685156493222
1742,1685156493223
1744,1685156493223
1747,1685156493227
1749,1685156493236
1751,1685156493238
1753,1685156493240
1754,1685156493240
1757,1685156493242
1758,1685156493242
1761,1685156493248
1763,1685156493256
1765,1685156493257
